LOCATION CODE,REAL PROPERTY ASSET NAME,GSA REGION,STREET ADDRESS,CITY,STATE,ZIP CODE,LATITUDE,LONGITUDE,BUILDING RENATABLE SQUARE FEET,CONSTRUCTION DATE,CONGRESSIONAL DISTRICT,CONGRESSIONAL DISTRICT REPRESENTATIVE NAME,BUILDING STATUS,REAL PROPERTY ASSET TYPE,,
CA7785,Pleasant Hill Executive Park,9,391 Taylor Blvd,Pleasant Hill,CA,94523,37.96064,-122.07064,23080,2000,610,Mark DeSaulnier,Active,Building,,
AZ0611,Raul Hector Castro Lpoe Main Bldg,9,First Street And Pan American Avenue,Douglas,AZ,85607,31.3359225,-109.5601,15166.98,1933,407,Raul Grijalva,Active,Building,,
CA8054,Grupe Building,9,3255 W March Ln,Stockton,CA,95219,37.98447,-121.35424,7767,1993,609,Josh Harder,Active,Building,,
CA0198,James C. Corman Fed Bldg,9,6230 Van Nuys Blvd,Van Nuys,CA,91401,34.18338,-118.44827,130920.55,1974,629,Tony Cardenas,Active,Building,,
FL3134,11000 Terminal Access Bldg,4,11000 Terminal Access Rd,Fort Myers,FL,33913,26.5223478,-81.753725,9575,2000,1219,Byron Donalds,Active,Building,,
DC0011,Postal Square,11,2 Massachusetts Ave Ne,Washington,DC,20002,38.8982499,-77.008167,845388.71,1912,1198,Eleanor Norton,Active,Building,,
WA8033,805 Broadway Building,10,805 Broadway St,Vancouver,WA,98660,45.627536,-122.6699,14750,1982,5303,Marie Perez,Active,Building,,
OH2507,11940 Sager Road,5,11940 Sager Rd,Swanton,OH,43558,41.5755901,-83.828322,4000,2000,3909,Marcy Kaptur,Active,Building,,
NJ5031,Enterprise Park Ewing,3,"818-820 Silvia Sreet, Unit 800B",Ewing Township,NJ,8628,40.2840546,-74.721873,10205,2000,3403,Andy Kim,Active,Building,,
AR1289,193 Highway 278 East,7,193 Highway 278 E,Camden,AR,71701,33.611724,-92.767077,2101,1992,504,Bruce Westerman,Active,Building,,
PR4010,Mcs Building,2,880 Ave. Tito Castro,Ponce,PR,716,17.99495,-66.617807,27386,2000,7298,Jenniffer Gonzalez-Colon,Active,Building,,
DC1123,1800 G Street N W,11,1800 G St Nw,Washington,DC,20006,38.89802,-77.042571,517044,1964,1198,Eleanor Norton,Active,Building,,
TX2633,13333 Northwest Fwy,7,13333 Northwest Fwy,Houston,TX,77040,29.84872,-95.507721,19000,2000,4818,Sheila Jackson Lee,Active,Building,,
OR0051,Eugene Federal Building,10,211 E 7Th Ave,Eugene,OR,97401,44.0528738,-123.08888,98061.63,1974,4104,Val Hoyle,Active,Building,,
VA3015,2121 Crystal Drive Arlington,3,2121 Crystal Dr,Arlington,VA,22202,38.85464,-77.048691,66261,1986,5108,Donald Beyer,Active,Building,,
ND0515,Dunseith Poe - 10200 Old Us 281 Bld #2,8,10947 Highway 281,Dunseith,ND,58329,48.99843,-100.052,1355.44,1960,3800,Kelly Armstrong,Active,Building,,
TX0773,Usbs Eagle Pass Ii Primary Commercial Canopy,7,500 S Adams St,Eagle Pass,TX,78852,28.697579,-100.50452,3000,2017,4823,Tony Gonzales,Active,Structure,,
NY7160,The Atrium-Staten Island,2,1200 South Ave,Staten Island,NY,10314,40.60981,-74.178811,6404,2000,3611,Nicole Malliotakis,Active,Building,,
NY7549,4 Harrowgate Commons,2,4 Harrowgate Commons,Massena,NY,13662,44.92298,-74.892141,10157,2012,3621,Elise Stefanik,Active,Building,,
TX2207,803 Fighting Buck,7,803 Fighting Buck Ave,Alpine,TX,79830,30.364996,-103.66085,6336,2000,4823,Tony Gonzales,Active,Building,,
AL0043,"F.M.Johnson,Jr. Fbct",4,15 Lee St,Montgomery,AL,36104,32.3752458,-86.309043,117949.42,1933,107,Terri Sewell,Active,Building,,
PA0850,Crums Mill Business Park,3,4050 Crums Mill Rd,Harrisburg,PA,17112,40.3101527,-76.829833,13727,2005,4210,Scott Perry,Active,Building,,
MO1718,10383 N. Executive Hills Blvd,6,10383 N Executive Hills Blvd,Kansas City,MO,64153,39.28122,-94.669061,56244,2000,2906,Sam Graves,Active,Building,,
CA8288,4000 Metropolitan Drive,9,4000 W Metropolitan Dr,Orange,CA,92868,33.78006,-117.89616,98643,2000,646,J. Correa,Active,Building,,
IL2286,4849 N. Milwaukee Av,5,4849 N Milwaukee Ave,Chicago,IL,60630,41.96925,-87.761281,12171,2000,1705,Mike Quigley,Active,Building,,
PA0884,Hudson Office Park,3,2380 Garden Way,Hermitage,PA,16148,41.2372327,-80.464763,7560,2000,4216,Mike Kelly,Active,Building,,
OH0033,Metzenbaum U.S. Courthouse,5,201 Superior Ave E,Cleveland,OH,44114,41.50055,-81.692611,183178.36,1910,3911,Shontel Brown,Active,Building,,
SC2156,181 Dozier Blvd. Bldg.,4,181 Dozier Blvd,Florence,SC,29501,34.19143,-79.813011,14953,2000,4507,Russell Fry,Active,Building,,
CA7731,Oakland Airport,9,1 Airport Dr,Oakland,CA,94621,37.7167019,-122.20886,6746,1962,612,Barbara Lee,Active,Building,,
KY1002,Paducah,4,1600 Mccracken Blvd,Paducah,KY,42001,37.039761,-88.722441,9861,2000,2101,James Comer,Active,Building,,
TX1815,9990 Richmond Building,7,9990 Richmond Ave,Houston,TX,77042,29.72968,-95.548151,15702,2000,4807,Lizzie Fletcher,Active,Building,,
MO1990,1251 Nw Briarcliff Parkway,6,1251 Nw Briarcliff Pky,Kansas City,MO,64116,39.1681298,-94.59621,55734,2008,2905,Emanuel Cleaver,Active,Building,,
LA1479,Latter Center West,7,2800 Veterans Blvd,Metairie,LA,70002,30.00172,-90.149891,1964,1979,2201,Steve Scalise,Active,Building,,
CA8252,The Cannery,9,1651 Alhambra Blvd,Sacramento,CA,95816,38.5655646,-121.46828,26615,1900,607,Doris Matsui,Active,Building,,
FL3100,Cattleridge Office Center,4,5971 Cattleridge Blvd,Sarasota,FL,34232,27.30231,-82.449351,12941,2000,1217,W. Steube,Active,Building,,
CO0300,Land Area 3,8,W 6Th Ave & Kipling St,Lakewood,CO,80225,39.72407,-105.124,0,1949,807,Brittany Pettersen,Active,Structure,,
CO0643,Dfc Bldg 21A,8,W 6Th Ave & Kipling St,Lakewood,CO,80225,39.720821,-105.11549,0,1941,807,Brittany Pettersen,Decommissioned,Building,,
IN1796,Indianapolis Int'L. Airport,5,7800 Colonel H Weir Cook Memorial Dr,Indianapolis,IN,46241,39.7072648,-86.303551,6807,2000,1806,Greg Pence,Active,Building,,
VA3053,203 E Cary Street,3,203 E Cary St,Richmond,VA,23219,37.540638,-77.442908,12254,2023,5104,Jennifer McClellan,Active,Building,,
CA4515,Brinley Bldg Terrace,9,609 2Nd St,Davis,CA,95616,38.543481,-121.74076,11180,1963,604,Mike Thompson,Active,Building,,
TX0441,San Antonio Fed Parking Garage,7,661 E Travis St,San Antonio,TX,78205,29.4274949,-98.485928,2100.64,2012,4828,Henry Cuellar,Active,Structure,,
TN2161,Highwood,4,3401 West End Ave,Nashville,TN,37203,36.1386,-86.819031,13168,2000,4707,Mark Green,Active,Building,,
VA0686,U.S. Courthouse Harrisonburg,3,116 N. Main St.,Harrisonburg,VA,22801,38.4481451,-78.868616,49733.54,1940,5106,Ben Cline,Active,Building,,
AZ7980,Airport Terminal Building - Show Low,9,3401 E Airport Loop,Show Low,AZ,85901,34.2637776,-110.00623,1050,1981,402,Elijah Crane,Active,Building,,
OR6543,Nimbus Corp. Center,10,9780 Sw Nimbus Ave,Beaverton,OR,97008,45.449068,-122.78812,5470,2000,4106,Andrea Salinas,Active,Building,,
VA0006,Century I,11,2450 Crystal Dr,Arlington,VA,22202,38.85233,-77.050211,9995,1973,5108,Donald Beyer,Active,Building,,
FL1030,Woodcrest Office Building E,4,325 John Knox Rd,Tallahassee,FL,32303,30.473919,-84.2860035,1560,2024,1202,Neal Dunn,Active,Building,,
TN2243,Jack Delozier Drive Building,4,1827 Jack Delozier Dr,Sevierville,TN,37876,35.85757,-83.496651,23121,2008,4701,Diana Harshbarger,Active,Building,,
MD0331,Frc Bldg 32 Office,11,10903 New Hampshire Ave,Silver Spring,MD,20903,39.0353723,-76.983176,301300.82,2010,2408,Jamie Raskin,Active,Building,,
PA0797,Radnor Financial Center,3,201 King Of Prussia Rd,Wayne,PA,19087,40.043821,-75.356915,18457,2000,4205,Mary Scanlon,Active,Building,,
FL1245,7140 N 9Th Ave,4,7140 N 9Th Ave,Pensacola,FL,32504,30.4968328,-87.188196,8515,2000,1201,Matt Gaetz,Active,Building,,
CA7833,120 Montgomery,9,100 Montgomery St,San Francisco,CA,94104,37.79034,-122.40185,90835,1955,611,Nancy Pelosi,Active,Building,,
VA1451,Zachary Taylor,11,2530 Crystal Dr,Arlington,VA,22202,38.851,-77.050521,558187,1973,5108,Donald Beyer,Active,Building,,
LA1480,Reiss Companies Llc,7,4301 Poche Ct W,New Orleans,LA,70129,30.02769,-89.923401,38000,1983,2202,Troy Carter,Active,Building,,
TX2670,Laurel Park Plaza,7,1100 E Laurel Ave,Mcallen,TX,78501,26.21104,-98.207241,22186,2007,4815,Monica De La Cruz,Active,Building,,
NJ4666,Fort Lee Executive Park,2,2 Executive Dr,Fort Lee,NJ,7024,40.86288,-73.972651,35872,1983,3405,Josh Gottheimer,Active,Building,,
VA0819,Aquia Commerce Center Ii,3,2723 Jefferson Davis Hwy,Stafford,VA,22554,38.45325,-77.406701,30300,2000,5107,Abigail Spanberger,Active,Building,,
NY6479,"Barrm Betty,& Leduke",2,52 Corporate Cir,Albany,NY,12203,42.7052653,-73.877976,17803,2000,3620,Paul Tonko,Active,Building,,
PA0507,Henderson Bldg.,3,601 S Henderson Rd,King Of Prussia,PA,19406,40.07863,-75.356451,23488,2000,4205,Mary Scanlon,Active,Building,,
AL2217,Tsa - 6500 43Rd Ave N,4,6500 43Rd Ave N,Birmingham,AL,35206,33.5627073,-86.743882,3926,2000,107,Terri Sewell,Active,Building,,
NY7628,"55 Elk Street, Albany Ny 12210",2,55 Elk St,Albany,NY,12210,42.65494,-73.756881,15829,2000,3620,Paul Tonko,Active,Building,,
IL2654,747 E. 22Nd Street,5,747 E 22Nd St,Lombard,IL,60148,41.8458929,-87.998431,84080,2000,1706,Sean Casten,Active,Building,,
ND1344,Federal Square - Fargo,8,112 Roberts St N,Fargo,ND,58102,46.8775,-96.7901,5178,2000,3800,Kelly Armstrong,Active,Building,,
FL1224,136 Woodbridge Road,4,136 Woodbridge Rd,Palm Beach,FL,33480,26.67785,-80.037441,5268,1959,1222,Lois Frankel,Active,Building,,
WI1795,Shawano Wi Sterling Plaza,5,1415 E Green Bay St,Shawano,WI,54166,44.78239,-88.566921,1990,2000,5508,Mike Gallagher,Active,Building,,
MT5610,Boot Building,8,2229 Boot Hill Ct,Bozeman,MT,59715,45.70159,-111.061,9591,2009,3001,Ryan Zinke,Active,Building,,
OR6646,Portland International Center - Ambassador Pl,10,7545 Ne Ambassador Pl,Portland,OR,97220,45.5784811,-122.5722,23663,2002,4103,Earl Blumenauer,Active,Building,,
FL2557,Silo Bend Xiii,4,925 Us Highway 301 South,Tampa,FL,33619,27.955523,-82.355356,12125,2000,1215,Laurel Lee,Active,Building,,
CA8030,Sunset Park,9,13955 Park Ave,Victorville,CA,92392,34.50437,-117.32459,16287,1999,623,Jay Obernolte,Active,Building,,
NY7035,Starret Lehigh Nyc,2,601 W 26Th St,New York,NY,10001,40.75154,-74.006851,181280,2000,3612,Jerrold Nadler,Active,Building,,
NM1595,Journal Center,7,4400 Masthead St Ne,Albuquerque,NM,87109,35.1656,-106.59604,31775,2013,3501,Melanie Stansbury,Active,Building,,
NY7316,Elmira-Corning Reg. Airport,2,276 Sing Sing Rd,Horseheads,NY,14845,42.1607,-76.893911,1048,2000,3623,Nicholas Langworthy,Active,Building,,
WI1740,One Point Place,5,1 Point Pl,Madison,WI,53719,43.0558991,-89.514126,2477,2008,5502,Mark Pocan,Active,Building,,
DC0591,Pot Anx 1,11,2300 E St Nw,Washington,DC,20037,38.8959556,-77.050203,19478,1910,1198,Eleanor Norton,Active,Building,,
TX3050,One Alamo Cente-Tx3050,7,106 S Saint Marys St,San Antonio,TX,78205,29.424159,-98.491194,0,2000,4835,Greg Casar,Active,Building,,
MS2137,"Ssa Building, Gulfport, Ms",4,9394 Three Rivers Rd,Gulfport,MS,39503,30.42385,-89.086981,16731,2000,2804,Mike Ezell,Active,Building,,
NJ5128,1400 Doughty Road,3,1400 Doughty Rd,Egg Harbor Township,NJ,8234,39.4099604,-74.539713,7172,2020,3402,Jefferson Van Drew,Active,Building,,
PA0821,150 Susquehanna Valley Mall Drive,3,150 Susquehanna Valley Mall Dr,Selinsgrove,PA,17870,40.8233143,-76.85113,8135,2009,4215,Glenn Thompson,Active,Building,,
MT0587,"Piegan Poe - Housing Unit #14, Residence #14",8,5023 Us Highway 89 W,Babb,MT,59411,48.99332,-113.381,0,2004,3001,Ryan Zinke,Excess,Building,,
TX2821,University Mall Tx2821,7,1122 N University Dr,Nacogdoches,TX,75961,31.61313,-94.63716,1717,1998,4817,Pete Sessions,Active,Building,,
WA8050,Prologis Fife Distribution Center,10,4512 70Th Ave E,Fife,WA,98424,47.2162728,-122.33831,116150,2000,5306,Derek Kilmer,Active,Building,,
NC1029,Pitt County Agricultural Center,4,403 Government Cir,Greenville,NC,27834,35.63943,-77.361831,7701,2000,3701,Donald Davis,Active,Building,,
WV0304,Union Trust Building,3,700 Market St,Parkersburg,WV,26101,39.26686,-81.557881,22594,2000,5402,Alexander Mooney,Active,Building,,
OH2475,6460 Busch Blvd,5,6460 Busch Blvd,Columbus,OH,43229,40.09755,-82.992851,20338,2000,3903,Joyce Beatty,Active,Building,,
TX2873,690 Medical Building,7,690 S Loop 336 W,Conroe,TX,77304,30.282597,-95.471888,5685,1987,4808,Morgan Luttrell,Active,Building,,
DC0468,Automobile Maint Fac,11,2800 V St Ne,Washington,DC,20018,38.92064,-76.968351,153741,2000,1198,Eleanor Norton,Active,Building,,
FL2354,Park Tower Building,4,400 N Tampa St,Tampa,FL,33602,27.94762,-82.459351,171408,2000,1214,Kathy Castor,Active,Building,,
NV7676,Usgs Building - Carson City,9,2730 N Deer Run Rd,Carson City,NV,89701,39.18342,-119.69909,28599,2006,3202,Mark Amodei,Active,Building,,
NJ4594,614 Frelinghuysen Ave,2,614 Frelinghuysen Ave,Newark,NJ,7114,40.700142,-74.196032,26536,2000,3410,Donald Payne,Active,Building,,
WI1698,Social Security Adm. Office,5,1561 Dousman St,Green Bay,WI,54303,44.5321,-88.057801,12906,2000,5508,Mike Gallagher,Active,Building,,
TN0076,John J. Duncan Fb,4,710 Locust St,Knoxville,TN,37902,35.9621001,-83.920333,120090.89,1989,4702,Tim Burchett,Active,Building,,
NJ5090,American Metro Center,3,200 American Metro Blvd.,Hamilton Square,NJ,8619,40.25409,-74.70956,9929,2000,3403,Andy Kim,Active,Building,,
ME4199,110 Main Street - Saco,1,110 Main St,Saco,ME,4072,43.49535,-70.448311,6916,2000,2301,Chellie Pingree,Active,Building,,
NJ5110,"Midatlantic Jet Aviation, Inc. Hangar #1",3,Atlantic City Intl Airport,Egg Harbor Township,NJ,8234,39.451236,-74.571539,585,2000,3402,Jefferson Van Drew,Active,Building,,
VA0847,Kingstowne D,11,5800 Barclay Dr,Alexandria,VA,22315,38.76802,-77.134821,45922,2000,5108,Donald Beyer,Active,Building,,
MT5630,1005 Selway Drive,8,1005 Selway Dr,Dillon,MT,59725,45.229482,-112.62871,22312,2000,3001,Ryan Zinke,Active,Building,,
FL1303,830 Central Avenue,4,830 Central Ave,Saint Petersburg,FL,33701,27.771123,-82.645104,16472,2000,1214,Kathy Castor,Active,Building,,
OK0078,P Belcher Federal Bldg,7,333 W 4Th St,Tulsa,OK,74103,36.15132,-95.995501,196497,1966,4001,Kevin Hern,Active,Building,,
NH6177,Locust Street Building,1,273 Locust St,Dover,NH,3820,43.1843822,-70.876117,6988,2000,3301,Chris Pappas,Active,Building,,
FL2137,Buschwood Iii,4,3350 W Busch Blvd,Tampa,FL,33618,28.03525,-82.494291,9075,2000,1214,Kathy Castor,Active,Building,,
CO0051,Welton St Federal Garage,8,2101 Welton St,Denver,CO,80205,39.74956,-104.985,12033.5,1947,801,Diana DeGette,Active,Building,,
CA7937,Ssa Anaheim,9,900 S Harbor Blvd,Anaheim,CA,92805,33.82159,-117.91478,17878,2009,646,J. Correa,Active,Building,,
FL3047,Pensacola Regional Airport,4,2430 Airport Blvd,Pensacola,FL,32504,30.47566,-87.193561,5332,2000,1201,Matt Gaetz,Active,Building,,
TX0437,1 Justice Park Dr Pk Garage,7,1 Justice Park Dr,Houston,TX,77092,29.83618,-95.481481,707.56,2009,4818,Sheila Jackson Lee,Active,Structure,,
OK1509,Fbi - Storage Warehouse,7,6000 Nw 2Nd St,Oklahoma City,OK,73127,35.46743,-97.621641,7852,1995,4003,Frank Lucas,Active,Building,,
ID4344,Richard Smith Hangar,10,146 Airport Rd,Rexburg,ID,83440,43.8293458,-111.80785,2500,2000,1602,Michael Simpson,Active,Building,,
DC0122,726 Jackson,11,726 Jackson Pl Nw,Washington,DC,20006,38.89955,-77.038401,6824.83,1969,1198,Eleanor Norton,Active,Building,,
MA0129,Philip J Philbin Fob,1,881 Main St,Fitchburg,MA,1420,42.58659,-71.805081,79664.83,1973,2503,Lori Trahan,Active,Building,,
UT1485,Mca Commerce Park,8,401 N 2150 W,Cedar City,UT,84721,37.68365,-113.09,3468,2010,4902,Chris Stewart,Active,Building,,
VA0857,1801 N. Lynn St.,11,1801 N Lynn St,Arlington,VA,22209,38.8967,-77.070501,364917.02,2017,5108,Donald Beyer,Active,Building,,
NJ4688,"3 Gateway Center, 100 Mulberry St, Newark, Nj 07102",2,3 Gateway Ctr,Newark,NJ,7102,40.735395,-74.164215,76290,2000,3408,Robert Menendez,Active,Building,,
NC2648,1011 W.H. Smith Blvd,4,1011 Wh Smith Blvd,Greenville,NC,27834,35.601969,-77.403861,3732,2008,3701,Donald Davis,Active,Building,,
IL2220,Executive Plaza I,5,333 Salem Pl,Fairview Heights,IL,62208,38.59955,-89.979471,5772,2000,1713,Nikki Budzinski,Active,Building,,
NY7226,8 Automation Lane,2,8 Automation Ln,Albany,NY,12205,42.7205,-73.807351,5060,2000,3620,Paul Tonko,Active,Building,,
KS1637,Rosana Square Ii - Overland Park,6,7710 W 119Th St,Overland Park,KS,66213,38.9130513,-94.674936,15766,2000,2003,Sharice Davids,Active,Building,,
MT5620,Billings Wfo,8,2170 Overland Ave,Billings,MT,59102,45.75044,-108.57,5525,2000,3002,Matthew Rosendale,Active,Building,,
PA6385,Iron Mountain/National,3,1137 Branchton Rd,Boyers,PA,16020,41.0900119,-79.919416,565436,2000,4216,Mike Kelly,Active,Building,,
MO1860,Nws Training Center And Awc,6,7220 Nw 101St Ter,Kansas City,MO,64153,39.277611,-94.663031,94378,1998,2906,Sam Graves,Active,Building,,
SD1318,Rcra Office Building,8,4275 Airport Rd,Rapid City,SD,57703,44.04174,-103.063,5000,2004,4600,Dusty Johnson,Active,Building,,
CA7464,El Centro Federal Court Bldg.,9,2003 W Adams Ave,El Centro,CA,92243,32.79556,-115.57919,43345,2004,625,Raul Ruiz,Active,Building,,
MD0254,2 White Flint North,11,11545 Rockville Pike,Bethesda,MD,20852,39.0468805,-77.111489,347922,2000,2408,Jamie Raskin,Active,Building,,
CA7522,Grove Building,9,317 3Rd St,Eureka,CA,95501,40.803375,-124.16825,1145,1929,602,Jared Huffman,Active,Building,,
CA7471,Terminal A & Terminal C,9,1701 Airport Blvd,San Jose,CA,95110,37.3650883,-121.92395,4708,1965,617,Ro Khanna,Active,Building,,
TX0351,Usbs Kika De La Garza Pharr Southbound Inspection,7,9901 S Cage Blvd,Pharr,TX,78577,26.0889,-98.201171,2651.34,1996,4815,Monica De La Cruz,Active,Structure,,
VA0403,Va95 Bus Pk Bldg 8,11,7681 Boston Blvd,Springfield,VA,22153,38.73815,-77.208231,108286,2000,5111,Gerald Connolly,Active,Building,,
NM1479,Afc-5,7,2440 Louisiana Blvd Ne,Albuquerque,NM,87110,35.106948,-106.56736,1656,2000,3501,Melanie Stansbury,Active,Building,,
MI2078,Mt Pleasant Mi Ssa Office Bld,5,1940 Sweeney St,Mount Pleasant,MI,48858,43.58368,-84.755661,7033,2000,2602,John Moolenaar,Active,Building,,
TX2148,Dinero Plaza,7,1004 N Big Spring St,Midland,TX,79701,32.00709,-102.07818,17307,2000,4811,August Pfluger,Active,Building,,
CO1910,"Nrrc Building ""B""",8,"2150 ""B"" Centre Avenue",Fort Collins,CO,80526,40.56031,-105.081,107390,2002,802,Joe Neguse,Active,Building,,
FL3375,Cis Tampa Building,4,5629 Hoover Blvd,Tampa,FL,33634,27.99942,-82.532451,42282,2012,1214,Kathy Castor,Active,Building,,
VT8165,400 Cornerstone,1,400 Cornerstone Dr,Williston,VT,5495,44.4471571,-73.102734,2095,2000,5000,Becca Balint,Active,Building,,
CA6229,1111 Civic Drive,9,1111 Civic Dr,Walnut Creek,CA,94596,37.90583,-122.05871,0,1978,610,Mark DeSaulnier,Active,Building,,
MT5633,1711 6Th Avenue North,8,1711 6Th Ave N,Billings,MT,59101,45.793125,-108.49728,3740,2000,3002,Matthew Rosendale,Active,Building,,
TX2458,Blossom Business Park Ii,7,11983 Starcrest Dr,San Antonio,TX,78247,29.5490695,-98.463213,5940,2000,4821,Chip Roy,Active,Building,,
UT1514,125 S 600 West,8,125 S 600 W,Price,UT,84501,39.59867,-110.82,19011.44,2000,4903,John Curtis,Active,Building,,
CA8419,"L. Cyrus, Llc Building",9,2407 Marshall Rd,Imperial,CA,92251,32.82732,-115.56911,4613,2007,625,Raul Ruiz,Active,Building,,
DC0082,Theodore Roosevelt,11,1900 E St Nw,Washington,DC,20415,38.8949228,-77.044234,631023.61,1963,1198,Eleanor Norton,Active,Building,,
WV0221,Kbw Building,3,210 Kanawha Blvd W,Charleston,WV,25302,38.3584448,-81.64968,5635,2000,5401,Carol Miller,Active,Building,,
AZ8333,Fiesta Square,9,1220 S Alma School Rd,Mesa,AZ,85210,33.39256,-111.85808,1946,2000,404,Greg Stanton,Active,Building,,
VA0382,Tycon Courthouse - Vienna,11,2070 Chain Bridge Rd,Vienna,VA,22182,38.91787,-77.237431,219565,2000,5111,Gerald Connolly,Active,Building,,
MT5641,Blm Glasgow Mt,8,5 Lasar Drive,Glasgow,MT,59230,48.1956031,-106.620543,8137.16,2000,3002,Matthew Rosendale,Active,Building,,
NE1471,2 Lincoln Centre,6,1121 Lincoln Mall,Lincoln,NE,68508,40.8079768,-96.70522,117768.5,2000,3101,Mike Flood,Active,Building,,
DC0424,Sumner Square,11,1615 M St Nw,Washington,DC,20036,38.90599,-77.037601,46429,2000,1198,Eleanor Norton,Active,Building,,
NY7297,Albany International Airport,2,Albany International Airport,Albany,NY,12211,42.7460626,-73.811388,9196,2000,3620,Paul Tonko,Active,Building,,
NY7543,Salina Place,2,205 S Salina St,Syracuse,NY,13202,43.04915,-76.151981,5789,2000,3622,Brandon Williams,Active,Building,,
MN1666,Duluth Mn Terminal Building,5,4701 Grinden Dr,Duluth,MN,55811,46.8380236,-92.178082,1430,2000,2708,Pete Stauber,Active,Building,,
ME4236,One City Center - Portland,1,1 City Ctr,Portland,ME,4101,43.6573803,-70.256645,10951,2000,2301,Chellie Pingree,Active,Building,,
GA2287,109 Cypress Corners Drive Bldg,4,109 Cypress Cors,Milledgeville,GA,31061,33.10006,-83.248631,8710,2000,1308,Austin Scott,Active,Building,,
DE0065,Greenville Towers,3,220 Presidential Dr,Wilmington,DE,19807,39.77276,-75.598081,13441,2008,1000,Lisa Blunt Rochester,Active,Building,,
MN1727,"Duluth Technology Village, Llc",5,11 E Superior St,Duluth,MN,55802,46.78766,-92.097831,0,2000,2708,Pete Stauber,Active,Building,,
AR1317,Vantage Drive Office,7,3930 N Vantage Dr,Fayetteville,AR,72703,36.1224579,-94.138044,19154,2020,503,Steve Womack,Active,Building,,
NY7230,240 West Nyack Road,2,240 W Nyack Rd,West Nyack,NY,10994,41.09808,-73.994021,5000,2000,3617,Michael Lawler,Active,Building,,
AZ7134,Air Libre And Tatum Boulevard,9,16241 N Tatum Blvd,Phoenix,AZ,85032,33.63499,-111.97715,23462,2001,401,David Schweikert,Active,Building,,
